id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight,offer_disclaimer,offer_disclaimer_url,video[0].url,video[0].tag[0],gtin,product_tags[0],product_tags[1],style[0]
GL26,Lalezar Sauce Ladle,Add elegance to your tables with the Sauce Ladle from the Lalezar series.,in stock,new,279.00 USD,https://www.laledevri.com.tr/en/shop/lalezar-sauce-ladle/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0154.jpg,Lale Devri,675,,1,,,,,,,,Silver Plated,,,0.093 kg,,,,,,Lalezar,Silver-Plated Tableware and Accessories,
GL27,Lalezar Soup Ladle,"A statement piece for elegant table settings, the Lalezar Silver-Plated Soup Ladle stands out with its refined design and superior craftsmanship. Its deep, well-balanced bowl ensures effortless serving, while the radiant silver-plated finish enhances the visual appeal of your table. Perfect for fine dining presentations, exclusive gatherings, and those who appreciate a luxurious lifestyle, the Lalezar Soup Ladle is an essential addition to any premium tableware collection. The Lalezar Series takes its name from ‘Lalezar,’ a cultural symbol reflecting the taste and aesthetic sensibilities of the Ottoman Empire during the Westernization period known as the Tulip Era.",in stock,new,639.00 USD,https://www.laledevri.com.tr/en/shop/lalezar-soup-ladle/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0155.jpg,Lale Devri,3802,,2,,,,,,,,Silver Plated,,,0.152 kg,,,,,,Collections,Lalezar,
GTÇ4,Plain Steel Tray 20x20cm,From Tepsi series Tray Plain. Ready to add elegance to your tables.,in stock,new,24.00 USD,https://www.laledevri.com.tr/en/shop/plain-steel-tray-20x20cm/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0156.jpg,Lale Devri,4009,,50,,,,,,,,Stainless Steel,,,,,,,,,Steel Serving Trays,,
GT45,Venice Double Tray,From Tray series Venice Double Tray. Elegance ready to take its place on your tables.,in stock,new,585.00 USD,https://www.laledevri.com.tr/en/shop/venice-double-tray/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0157.jpg,Lale Devri,4009,,50,,,,,,,,Silver Plated,,,0.691 kg,,,,,,Serving Trays,Silver-Plated Tableware and Accessories,
G23,Minimal Chanel Flower Vase,Minimal koleksiyonundan Çiçeklik ile sofralarınızda Lale Devri’ni yaşayın.,in stock,new,220.00 USD,https://www.laledevri.com.tr/en/shop/minimal-chanel-flower-vase/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0158.jpg,Lale Devri,602,,2,,,,,,,,Silver Plated,,,,,,,,,Collections,Minimal,
GO10,Ring Napkin Holder Orkide Silver Plated,"Ring Napkin Holder Orkide Silver Plated is an elegant table accessory inspired by the graceful beauty of the orchid flower. Its refined design and silver-plated finish add a luxurious touch to any table setting. Product Sizes: Width: 7 cm Length: 3 cm Height: 3,5 cm Gram: 56 gr",in stock,new,49.00 USD,https://www.laledevri.com.tr/en/shop/ring-napkin-holder-orkide-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0159.jpg,Lale Devri,6324,,2,,,,,Silver,,,Silver Plated,,,0.056 kg,,,,,,Collections,Napkin Holders,
wc-5902,"Set of 4 – Dinner Plate 24,5cm Birds of Paradise Porcelain","Dinner Plate Birds of Paradise Porcelain adds elegance and sophistication to your dining table with its modern design and premium porcelain construction. Suitable for both everyday meals and special occasions, it offers a refined presentation for your favorite dishes. Crafted from high-quality porcelain, this dinner plate is designed for durability and long-lasting use. Its clean lines and timeless appearance complement a wide range of table settings and dining styles. Combining functionality with elegance, the Birds of Paradise Dinner Plate is an essential addition to any tableware collection. Product Size: Diameter: 24,5 cm",in stock,new,309.00 USD,https://www.laledevri.com.tr/en/shop/set-of-4-dinner-plate-245cm-birds-of-paradise-porcelain/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0160.jpg,Lale Devri,3553,,50,,,,,,,,Porcelain,,,,,,,,,Dinner Plate,Porcelain Products,
wc-5895,Set of 4 – Dessert Plate 18cm Birds of Paradise Porcelain,"Dessert Plate Birds of Paradise Porcelain is designed to bring elegance and sophistication to your table setting. Crafted from high-quality porcelain, this stylish plate is prefect for serving desserts, cakes, cookies, pastries, and a variety of sweet treats. Its modern design makes it suitable for both everyday use and special occasions. The durable porcelain construction ensures long-lasting performance, while its refined appearance enhances every presentation. Dessert Plate is a perfect addition to your coffee and tea gatherings, combining functionality with timeless elegance. Product Size: Diameter: 18 cm",in stock,new,188.00 USD,https://www.laledevri.com.tr/en/shop/set-of-4-dessert-plate-18cm-birds-of-paradise-porcelain/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0161.jpg,Lale Devri,3553,,50,,,,,,,,Porcelain,,,,,,,,,Dessert Plate,Porcelain Products,
wc-5888,Set of 4 – Espresso Cup Birds of Paradise Porcelain,"Espresso Cup Birds of Paradise combines elegance and aesthetics to enhance your coffee experience. Crafted from high-quality porcelain, our cups help preserve the aroma and temperature of your coffee for longer enjoyment. With its modern and stylish design, it is suitable for use at home, in the office, or during special occasions. Thanks to its compact size, it is an ideal choice for serving espresso, ristretto, and other short coffee varieties. Product Size: Diameter: 5,2 cm Height: 5,5 cm",in stock,new,127.00 USD,https://www.laledevri.com.tr/en/shop/set-of-4-espresso-cups-birds-of-paradise-porcalain/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0162.jpg,Lale Devri,6049,,50,,,,,,,,Porcelain,,,,,,,,,Espresso Cup,Porcelain Products,
GM2,Charger Presentation Plate 24cm Mahpeyker Silver Plated,"Bring timeless elegance and refined luxury to your table setting with the Mahpeyker 32 cm Silver Plated Charger Presentation Plate. Designed for distinguished dining experiences and sophisticated entertaining, its radiant silver-plated finish beautifully reflects light, creating an atmosfere of prestige and exclusivity. Product Size: Diameter: 24 cm",in stock,new,268.00 USD,https://www.laledevri.com.tr/en/shop/charger-presentation-plate-24cm-mahpeyker-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0163.jpg,Lale Devri,3553,,50,,,,,Silver,,,Silver Plated,,,,,,,,,Charger Presentation Plate,Collections,
GM1,Charger Presentation Plate 32cm Mahpeyker Silver Plated,"Bring timeless elegance and refined luxury to your table setting with the Mahpeyker 32 cm Silver Plated Charger Presentation Plate. Designed for distinguished dining experiences and sophisticated entertaining, its radiant silver-plated finish beautifully reflects light, creating an atmosfere of prestige and exclusivity. Product Size: Diameter: 32 cm",in stock,new,488.00 USD,https://www.laledevri.com.tr/en/shop/charger-presentation-plate-32cm-mahpeyker-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0164.jpg,Lale Devri,3553,,1,,,,,Silver,,,Silver Plated,,,,,,,,,Charger Presentation Plate,Collections,
GO16,Candle Cover Orkide Silver Plated,"Combining elegance, functionality, and refined craftsmanship, the Orchid Silver Plated Candle Cover is designed to elevate luxury candle presentations. Adorned with delicately crafted orchid motifs and finished with a radiant silver-plated surface, this exquisite accessory brings sophistication and timeless beauty to any interior. More taht a protective candle cover, it serves as a decorative statement piece that enhances the overall ambiance of a space. Its elegant design complements both contemporary and classic decor styles, making it a distinguished addition to luxury homes, hotels, spas, and exclusive hospitality settings. Inspired by the graceful beauty of orchid and enriched by the brilliance of silver plating, this premium candle cover reflects a commitment to exceptional design and attention to detail. Product Size: Diameter: 8,5 cm",in stock,new,41.00 USD,https://www.laledevri.com.tr/en/shop/candle-cover-orkide-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0165.jpg,Lale Devri,696,,50,,,,,Silver,,,Silver Plated,,,0.105 kg,,,,,,Orkide,Silver-Plated Tableware and Accessories,
