id,title,description,link,image_link,availability,price,sale_price,brand,condition,google_product_category,product_type,identifier_exists,gtin,mpn,material,color,shipping_weight
GVn06,Venedik Salata Kasesi,"Venedik Gümüş Kaplama Salata Kasesi, zarif sofralar ve seçkin sunumlar için tasarlanmış premium bir servis ürünüdür. Geniş iç hacmi sayesinde salata, meyve, atıştırmalık ve özel sunum ürünleri için estetik ve fonksiyonel kullanım sağlar. Şık tasarımıyla modern ve klasik dekorasyonlara uyum sağlayan bu özel kase; oteller, restoranlar için prestijli bir tamamlayıcıdır.",https://www.laledevri.com.tr/shop/venedik-salata-kasesi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0015.jpg,in stock,11524.00 TRY,,Lale Devri,new,3498,Venice > Glassware and Bowls,no,,,Silver Plated,,
GVn05,Venedik Peçete Halkası,"Venedik peçete halkası, sofralarınıza zarif ve klasik bir dokunuş katmak için tasarlanmış özel bir masa aksesuarıdır. İnce işçiliği ve gümüş kaplama yüzeyi sayesinde hem günlük kullanımda hem de özel davetlerde sofralarınıza şıklık kazandırır.",https://www.laledevri.com.tr/shop/venedik-pecete-halkasi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0055.jpg,in stock,709.50 TRY,,Lale Devri,new,6324,Venice > Napkin Holders,no,,,Silver Plated,,
GV02,Vektörel Peçete Halkası,"Vektörel gümüş kaplama peçete halkası, modern ve estetik tasarımıyla sofralarınıza şık bir dokunuş kazandıran dekoratif bir masa aksesuarıdır. Şık ve minimalist tasarımıyla hem modern hem de klasik masa düzenleriyle uyum sağlar.",https://www.laledevri.com.tr/shop/vektorel-pecete-halkasi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0141.jpg,in stock,1612.50 TRY,,Lale Devri,new,6324,Vektorel > Napkin Holders,no,,,Silver Plated,,
G24,Minimal Dikdörtgen Çiçeklik,Minimal koleksiyonundan Dikdörtgen Çiçeklik ile sofralarınızda Lale Devri’ni yaşayın.,https://www.laledevri.com.tr/shop/minimal-dikdortgen-ciceklik/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0140.png,in stock,18533.00 TRY,,Lale Devri,new,602,Minimal > Vases,no,,,Silver Plated,,
G23,Minimal Chanel Çiçeklik,Minimal koleksiyonundan Chanel Çiçeklik ile sofralarınızda Lale Devri’ni yaşayın.,https://www.laledevri.com.tr/shop/minimal-chanel-ciceklik/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0158.jpg,in stock,9460.00 TRY,,Lale Devri,new,602,Minimal > Vases,no,,,Silver Plated,,
wc-1523,Minimal Ayaklı Servis,"Minimal koleksiyonundan Ayaklı Servis ile sofralarınızda Lale Devri’ni yaşayın. Ürün Ölçüler Yükseklik: 13 – 18,5 cm Uzunluk: 18 – 23 cm Ağırlık: 332 – 542 cm",https://www.laledevri.com.tr/shop/minimal-ayakli-servis/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0139.png,in stock,8062.50 TRY,,Lale Devri,new,3802,Minimal > Serving Plates,no,,,Silver Plated,,
GMRD3,Meridyen Vazo,Meridyen koleksiyonundan Vazo ile sofralarınızda Lale Devri’ni yaşayın.,https://www.laledevri.com.tr/shop/meridyen-vazo/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0138.jpg,in stock,9417.00 TRY,,Lale Devri,new,602,Meridyen > Vases,no,,,Silver Plated,,
GKS7,Kösem Kabartmalı Bardak,Kösem koleksiyonundan Kabartmalı Bardak ile sofralarınızda Lale Devri’ni yaşayın.,https://www.laledevri.com.tr/shop/kosem-kabartmali-bardak/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0137.jpg,in stock,4214.00 TRY,,Lale Devri,new,3498,Kosem > Glassware and Bowls,no,,,Silver Plated,,
GKN15,Kanuni Mini Lokumluk,"Kanuni koleksiyonundan Mini Lokumluk ile sofralarınıza zerafet katın. Ürün Ölçüler Yükseklik: 2,5 cm Çap: 6 cm Ağırlık: 47-50 gr",https://www.laledevri.com.tr/shop/kanuni-mini-lokumluk/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0136.jpg,in stock,1677.00 TRY,,Lale Devri,new,3498,Kanuni > Glassware and Bowls,no,,,Silver Plated,,
GKN13,Kanuni Grisinilik 16cm,"Klasik ihtişamı modern sunum anlayışıyla buluşturan Kanuni Grisinilik gümüş kaplama kase, seçkin sofralar ve prestijli sunumlar için özel olarak tasarlanmıştır. Zarif formu, detaylı işçiliği ve parlak gümüş kaplama yüzeyi sayesinde bulunduğu ortama sofistike bir atmosfer kazandırır. Kuruyemiş, lokum, çikolata, draje, özel ikramlıklar ve dekoratif sunumlar için ideal olan bu premium kase; oteller, özel davetler, nişan organizasyonları ve lüks masa düzenlerinde şıklığın tamamlayıcı parçası olur. Ürün Ölçüsü: 6x16cm",https://www.laledevri.com.tr/shop/kanuni-grisinilik/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0135.jpg,in stock,6288.75 TRY,,Lale Devri,new,3498,Kanuni > Glassware and Bowls,no,,,Silver Plated,,
GKN10,Kanuni Çiçeklik,Kanuni koleksiyonundan Çiçeklik ile sofralarınıza zerafet katın. Ürün Ölçüler Yükseklik: 15 cm Genişlik: 11 cm Ağırlık: 244 gr,https://www.laledevri.com.tr/shop/kanuni-ciceklik/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0134.jpg,in stock,9417.00 TRY,,Lale Devri,new,602,Kanuni > Vases,no,,,Silver Plated,,
GS42,Safiye Sultan Çift Sıra Halka Peçetelik Gümüş Kaplama,"Safiye Sultan Çift Sıra Halka Peçetelik, sofralarınıza zamansız bir ihtişam kazandırmak için tasarlanmıştır. Zarif gümüş kaplama yüzeyi ve her iki ucunda yer alan ince işçilikli dekoratif desenleriyle dikkat çeken bu özel tasarım, klasik ve modern masa düzenlemeleriyle kusursuz uyum sağlar. Peçeteleri estetik bir şekilde sabitlerken, seçkin davet sofralarında ve özel kutlamalarda dekoratif bir tamamlayıcı olarak öne çıkar. Safiye Sultan Koleksiyonu’nun bu nadide parçası, lüks yaşam tarzını benimseyenler için sofistike bir seçimdir. Ürün Ölçüleri Yükseklik: 4 cm En: 4,5 cm Boy: 3,5 cm Ağırlık: 50 – 52 gr",https://www.laledevri.com.tr/shop/safiye-sultan-cift-sira-halka-pecetelik-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0082.jpg,in stock,1462.00 TRY,,Lale Devri,new,6324,Safiye Sultan > Napkin Holders,no,,,Silver Plated,,
GS41,Safiye Sultan Zarf Peçetelik Gümüş Kaplama,"Safiye Sultan Zarf Peçetelik, şık zarf formu ve göz alıcı gümüş kaplama yüzeyi sayesinde peçete sunumlarını estetik bir detay haline getirirken sofralara prestijli bir görünüm kazandırır. Düğün, nişan, söz, gala daveti, özel yemek organizasyonları ve premium otel sunumlarında sofistike bir atmosfer oluşturur. Ürün Ölçüleri: Yükseklik: 11 cm En: 6 cm Boy: 21 cm Ağırlık: 690 gr",https://www.laledevri.com.tr/shop/safiye-sultan-zarf-pecetelik-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0132.jpg,in stock,12384.00 TRY,,Lale Devri,new,6324,Safiye Sultan > Napkin Holders,no,,,Silver Plated,,
GS46,Safiye Sultan 3’lü Reçellik Seti Gümüş Kaplama,"Safiye Sultan 3’lü Reçellik Seti, reçel, bal, kaymak, lokum veya çeşitli ikramlıkların sunumunda estetik bir görünüm sunarken, dekoratif yapısıyla da yaşam alanlarınıza değer katar. İnce işçilikle üretilen set, özel davetlerde, kahvaltı sofralarında ve hediyelik seçeneklerinde zarafeti ön plana çıkarır. Safiye Sultan Koleksiyonu’nun ayrıcalıklı çizgisini yansıtan bu özel reçellik seti, kalite, estetik ve lüksü bir arada arayan kullanıcılar için tasarlanmıştır. Ürün Ölçüleri: Kase Derinlik: 10 cm Tepsi En: 12 cm Tepsi Boy: 32 cm Tepsi Ağırlık: 355 gr Kase Ağırlık: 300 gr",https://www.laledevri.com.tr/shop/safiye-sultan-3lu-recellik-seti-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0130.jpg,in stock,26208.50 TRY,,Lale Devri,new,3498,Safiye Sultan > Glassware and Bowls,no,,,Silver Plated,,
GS31,Safiye Sultan 3’lü Kahvaltı Servis Gümüş Kaplama,"Sofralarınıza zarafet ve düzen kazandıran Safiye Sultan Kahvaltı Servisi, göz alıcı gümüş kaplama ve üç bölmeli cam haznesiyle şık sunumların vazgeçilmez parçasıdır. Üç ayrı bölmeye ayrılması sayesinde peynir, zeytin, reçel, bal, kuruyemiş, lokum ve çeşitli ikramlıkları aynı anda estetik bir şekilde sunma imkanı sağlar. Özel davetlerde, kahvaltı sofralarında, çay saatlerinde ve misafir ağırlamalarında prestijli bir görünüm sunan bu seçkin servislik, fonksiyonelliği ve estetiği bir araya getirerek sofralarınıza değer katar. Hem günlük kullanım hem de özel günler için ideal bir sunum ürünüdür. Ürün Ölçüleri: Yükseklik: 7 cm En: 29 cm Genişlik: 12 cm Ağırlık: 1740 gr",https://www.laledevri.com.tr/shop/safiye-sultan-3lu-kahvalti-servis-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0129.jpg,in stock,18877.00 TRY,,Lale Devri,new,3802,Safiye Sultan > Serving Plates,no,,,Silver Plated,,
GS22,Safiye Sultan Açık Büfe Gümüş Kaplama,"Safiye Sultan Gümüş Kaplama Açık Büfe, ihtişamı ve işlevselliği bir araya getiren özel bir koleksiyon parçasıdır. Üç ayrı bölmeden oluşan tasarımı sayesinde çeşitli ikramların düzenli ve şık şekilde sunulmasına olanak tanır. Merkezde yer alan zarif taşıma kulbu, hem kullanım kolaylığı sağlar hem de ürüne estetik bir karakter kazandırır. Parlak gümüş kaplama yüzeyi ve ince işçiliği sayesinde davet sofralarında, otel sunumlarında, özel organizasyonlarda ve lüks yaşam alanlarında dikkat çekici bir görünüm oluşturur.",https://www.laledevri.com.tr/shop/safiye-sultan-acik-bufe-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0128.png,in stock,23048.00 TRY,,Lale Devri,new,3498,Safiye Sultan > Glassware and Bowls,no,,,Silver Plated,,
GS17,Safiye Sultan Sürahi Gümüş Kaplama,"Osmanlı’nın ihtişamlı saray kültüründen ilham alınarak tasarlanan Safiye Sultan Gümüş Kaplama Sürahi, estetik ve zarafetin kusursuz uyumunu yansıtır. İnce işçilikle şekillendirilen detayları ve parlak gümüş kaplama yüzeyi sayesinde bulunduğu her ortamda dikkat çekici bir görünüm sunar. Su, şerbet veya özel içecek sunumlarında kullanıma uygun olan bu seçkin tasarım, yalnızca işlevsel bir ürün değil, aynı zamanda dekoratif bir obje niteliğindedir. Misafir ağırlamalarında prestiji ön plana çıkarırken, vitrin ve konsol dekorasyonlarında da sofistike bir atmosfer oluşturur. Özel günlerde sunulabilecek değerli ve prestijli bir hediye alternatifi olarak da öne çıkar. Ürün Ölçüleri: Yükseklik: 25 cm Çap: 10 cm Ağırlık: 670 gr",https://www.laledevri.com.tr/shop/safiye-sultan-surahi-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0127.jpg,in stock,14663.00 TRY,,Lale Devri,new,3330,Safiye Sultan > Carafes,no,,,Silver Plated,,
GS8,Safiye Sultan Çay Tabağı Gümüş Kaplama,"Safiye Sultan Gümüş Kaplama Çay Tabağı, Osmanlı estetiğinin ihtişamını modern yaşam alanlarına taşıyan özel bir tasarımdır. Zarif detaylarla şekillendirilen bu seçkin parça, çay sunumlarına sofistike bir dokunuş kazandırırken dekoratif değeriyle de dikkat çeker. Seçkin hediye alternatifleri arasında öne çıkan bu özel tasarım, kaliteyi, estetiği ve zamansız şıklığı bir arada sunar. Ürün Ölçüleri: Çap: 10 cm Ağırlık: 95 – 98 gr",https://www.laledevri.com.tr/shop/safiye-sultan-cay-tabagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0126.jpg,in stock,3139.00 TRY,,Lale Devri,new,6051,Safiye Sultan,no,,,Silver Plated,,
GS6,Safiye Sultan 2 Katlı Servis Gümüş Kaplama,"Safiye Sultan 2 Katlı Servis Gümüş Kaplama, lüks davet sofraları ve seçkin sunumlar için tasarlanmış zarif bir servis aksesuarıdır. Göz alıcı gümüş kaplama yüzeyi ve iki katlı şık tasarımı sayesinde tatlı, ikramlık, pasta, kuru pasta, çikolata ve özel sunumlarda estetik bir görünüm sunar. Ürün Ölçüleri Yükseklik: 28 cm Çap: 31 cm Ağırlık: 980 gr",https://www.laledevri.com.tr/shop/safiye-sultan-2-katli-servis-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0125.jpg,in stock,42763.50 TRY,,Lale Devri,new,3802,Safiye Sultan > Serving Plates,no,,,Silver Plated,,
GS5,Safiye Sultan Ayaklı Pasta Servis Gümüş Kaplama,"Safiye Sultan Gümüş Kaplama Ayaklı Pasta, lüks davet sofraları ve prestijli sunumlar için tasarlanmış zarif bir servis ürünüdür. Göz alıcı gümüş kaplama yüzeyi ve şık ayaklı tasarımı sayesinde pasta, tatlı, butik pastacılık ürünleri ve özel ikram sunumlarında sofistike bir görünüm oluşturur. Düğün, nişan, söz, doğum günü organizasyonları, gala davetleri, otel sunumları ve premium etkinlik konseptlerinde ihtişamlı bir atmosfer yaratır. Ürün Ölçüleri Yükseklik: 16 cm Çap: 31 cm Ağırlık: 1.065 gr",https://www.laledevri.com.tr/shop/safiye-sultan-ayakli-pasta-servis-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0124.jpg,in stock,23048.00 TRY,,Lale Devri,new,3802,Safiye Sultan > Serving Plates,no,,,Silver Plated,,
GS4,Safiye Sultan Kase Gümüş Kaplama,"Safiye Sultan Gümüş Kaplama Kase, Osmanlı’nın ihtişamlı mirasından esinlenerek tasarlanmış özel bir koleksiyon parçasıdır. Zarif formu ve dikkat çekici işçiliği sayesinde dekoratif bir kasedir. Parlak gümüş kaplama yüzeyi ışığı kusursuz şekilde yansıtırken, estetik detayları bulunduğu ortama sofistike bir atmosfer kazandırır. Özel günlerde ikram sunumlarında kullanılabileceği gibi, konsol, vitrin veya masa dekorasyonuna lüks bir dokunuş katar. Ürün Ölçüleri Çap: 13 cm Yükseklik: 5 cm Ağırlık: 176 gr",https://www.laledevri.com.tr/shop/safiye-sultan-kase-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0123.png,in stock,4192.50 TRY,,Lale Devri,new,3498,Safiye Sultan > Glassware and Bowls,no,,,Silver Plated,,
GS1,Safiye Sultan Supla 32cm Gümüş Kaplama,"Safiye Sultan Supla, şık detayları sayesinde porselen yemek takımları, kristal aksesuarlar ile kusursuz uyum sağlar. Zarafeti ve ihtişamı aynı sofrada buluşturan özel tasarım bir sunum aksesuarıdır. Düğün, nişan, gala daveti, özel organizasyon ve lüks otel sunumlarında göz alıcı bir tamamlayıcı olarak öne çıkar. Ürün Ölçüleri: Çap: 32cm",https://www.laledevri.com.tr/shop/safiye-sultan-supla-32cm-gumus-kaplama/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0122.jpg,in stock,20962.50 TRY,,Lale Devri,new,3553,Safiye Sultan > Charger Presentation Plate,no,,,Silver Plated,,
CY02A,Heybeli Yonca Kulplu Çay Bardağı,"Heybeli Yonca koleksiyonundan Kulplu Çay Bardağı. Ürün Ölçüleri Yükseklik: 9 cm Çap: 5,5 cm Ağırlık: 104 gr Hacim: 132 cc",https://www.laledevri.com.tr/shop/heybeli-yonca-kulplu-cay-bardagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0121.jpg,in stock,5074.00 TRY,,Lale Devri,new,6049,Yonca > Tea Cup,no,,,Glass,,
CY08A,Yonca Kulplu Kahve Su Bardağı Altın,Yonca koleksiyonundan Kulplu Kahve Su Bardağı Altın. Ürün Ölçüleri Yükseklik: 10 cm Çap: 5 cm Ağırlık: 191 gr Hacim: 100 cc,https://www.laledevri.com.tr/shop/yonca-kulplu-kahve-su-bardagi-altin/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0120.jpg,in stock,4773.00 TRY,,Lale Devri,new,2951,Yonca > Coffee Water Glass,no,,,Glass,Gold,
CP03,Saray Çay Tabağı,Saray koleksiyonundan çok özel bir ürün Saray Çay Tabağı. Ürün Ölçüleri Çap: 11 cm Ağırlık: 93 gr,https://www.laledevri.com.tr/shop/saray-cay-tabagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0118.jpg,in stock,4515.00 TRY,,Lale Devri,new,6051,Saray > Tea Saucer,no,,,Glass,,
CK09,Kelebek Rakı Bardağı,"Kelebek koleksiyonundan Rakı Bardağı. Ürün Ölçüleri Yükseklik: 11,5 cm Çap: 4,5 cm Ağırlık: 186 gr Hacim: 140 cc",https://www.laledevri.com.tr/shop/kelebek-raki-bardagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0117.jpg,in stock,1462.00 TRY,,Lale Devri,new,2951,Kelebek > Raki Glass,no,,,Glass,,
CK03,Kelebek Mırra,Kelebek koleksiyonundan Mırra. Altın ve Platin seçeneği ile sofralarınıza şıklık katın. Ürün Ölçüleri Yükseklik: 5 cm Çap: 6 cm Ağırlık: 44 gr Hacim: 45 cc,https://www.laledevri.com.tr/shop/kelebek-mirra/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0116.jpg,in stock,1462.00 TRY,,Lale Devri,new,6049,Kelebek > Mirra,no,,,Glass,,
CO2,Okyanus Deniz Yıldızı Çay Bardağı,"Okyanus Deniz Yıldızı koleksiyonu Çay Bardağı, en güzel manzaralar eşliğinde çayını yudumlamak isteyenlere özel tasarlandı. Ürün Ölçüleri Yükseklik: 8 cm Çap: 6 cm Ağırlık: 103 gr Hacim: 120 cc",https://www.laledevri.com.tr/shop/okyanus-deniz-yildizi-cay-bardagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0115.jpg,in stock,4214.00 TRY,,Lale Devri,new,6049,Okyanus > Tea Cup,no,,,Glass,,
CI08,İpekyolu Kahve Su Bardağı,"En özel anlarınıza eşlik edecek bir ürün; İpekyolu serisi Kahve Su Bardağı sofralarınızda yerini almaya hazır. Ürün Ölçüleri Yükseklik: 9 cm Çap: 4,5 cm Ağırlık: 158 gr Hacim: 85 cc",https://www.laledevri.com.tr/shop/ipekyolu-kahve-su-bardagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0114.jpg,in stock,3053.00 TRY,,Lale Devri,new,2951,ipekyolu > Coffee Water Glass,no,,,Glass,,
CI23,İpekyolu Şampanya Kadehi,"En özel anlarınıza eşlik edecek bir ürün; İpekyolu serisi Şampanya Kadehi sofralarınızda yerini almaya hazır. Ürün Ölçüleri Yükseklik: 24 cm Çap: 4,5 cm Ağırlık: 170 gr",https://www.laledevri.com.tr/shop/ipekyolu-sampanya-kadehi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0113.jpg,in stock,7095.00 TRY,,Lale Devri,new,2712,ipekyolu > Champagne Glass,no,,,Glass,,
Cİ16,İpekyolu Rakı Bardağı,"En özel anlarınıza eşlik edecek bir ürün; İpekyolu serisi Rakı Bardağı. Platin seçeneği ile sofralarınızda yerini almaya hazır. Ürün Ölçüleri Yükseklik: 11,5 cm Çap: 4,5 cm Ağırlık: 186 gr Hacim: 140 cc",https://www.laledevri.com.tr/shop/ipekyolu-raki-bardagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0112.jpg,in stock,4859.00 TRY,,Lale Devri,new,2951,ipekyolu > Raki Glass,no,,,Glass,,
Cİ07,İpekyolu Mırra,İpekyolu Koleksiyonundan İpekyolu Mırra. Ürün Ölçüleri Yükseklik: 5 cm Çap: 6 cm Ağırlık: 44 gr Hacim: 45 cc,https://www.laledevri.com.tr/shop/ipekyolu-mirra/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0111.jpg,in stock,2408.00 TRY,,Lale Devri,new,6049,ipekyolu > Mirra,no,,,Glass,,
CG13,Gülizar Votka Bardağı,Gülizar koleksiyonundan nadide bir ürün Gülizar Votka Bardağı. Sofralarınıza şıklık katın. Ürün Ölçüleri Yükseklik: 14 cm Çap: 5 cm Ağırlık: 155 gr Hacim: 115 cc,https://www.laledevri.com.tr/shop/gulizar-votka-bardagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0110.jpg,in stock,4687.00 TRY,,Lale Devri,new,2951,Gulizar > Vodka Glass,no,,,Glass,,
CG07,Gülizar Meşrubat Bardağı,"Gülizar koleksiyonundan nadide bir ürün Gülizar Meşrubat Bardağı. Sofralarınıza şıklık katın. Ürün Ölçüleri Yükseklik: 15 cm Çap: 6,5 cm Ağırlık: 330 gr Hacim: 293 cc",https://www.laledevri.com.tr/shop/gulizar-mesrubat-bardagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0109.jpg,in stock,8084.00 TRY,,Lale Devri,new,2951,Gulizar > Soft Drink Glass,no,,,Glass,,
CG06,Gülizar Rakı Bardağı,"Gülizar koleksiyonundan nadide bir ürün Gülizar Rakı Bardağı. Sofralarınıza şıklık katın. Ürün Ölçüleri Yükseklik: 11,5 cm Çap: 4,5 cm Ağırlık: 186 gr Hacim: 140 cc",https://www.laledevri.com.tr/shop/gulizar-raki-bardagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0108.jpg,in stock,4859.00 TRY,,Lale Devri,new,2951,Gulizar > Raki Glass,no,,,Glass,,
CG09,Gülizar Kahve Su Bardağı,"Gülizar koleksiyonundan nadide bir ürün Gülizar Kahve Su Bardağı. Sofralarınıza şıklık katın. Ürün Ölçüleri Yükseklik: 9 cm Çap: 4,5 cm Ağırlık: 158 gr Hacim: 85 cc",https://www.laledevri.com.tr/shop/gulizar-kahve-su-bardagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0107.jpg,in stock,3053.00 TRY,,Lale Devri,new,2951,Gulizar > Coffee Water Glass,no,,,Glass,,
CG05,Gülizar Mırra,Gülizar koleksiyonundan nadide bir ürün Gülizar Mırra. Sofralarınıza şıklık katın. Ürün Ölçüleri Yükseklik: 5 cm Çap: 6 cm Ağırlık: 47 gr Hacim: 45 cc,https://www.laledevri.com.tr/shop/gulizar-mirra/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0106.jpg,in stock,2408.00 TRY,,Lale Devri,new,6049,Gulizar > Mirra,no,,,Glass,,
CE4,Heybeli Erguvan Çay Tabağı,"Heybeli Erguvan Çay Tabağı, zarif çay sunumlarını tamamlayan estetik ve rafine bir tasarımdır. Cam yüzey üzerine işlenen erguvan çiçekleri, doğanın inceliğini ve İstanbul’un romantik ruhunu sofralarınıza taşır. Heybeli Erguvan Çay Bardağı ile birlikte kullanıldığında, bütüncül ve sofistike bir sunum deneyimi oluşturur. Günlük çay keyiflerinden özel misafir ağırlamalarına kadar her anı daha özel kılar. Ürün Ölçüleri: Çap: 12,5 cm Ağırlık: 123 gr",https://www.laledevri.com.tr/shop/heybeli-erguvan-cay-tabagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0092.jpg,in stock,4042.00 TRY,,Lale Devri,new,6051,Erguvan > Tea Saucer,no,,,Glass,,
CE1,Heybeli Erguvan Çay Bardağı,"Heybeli Erguvan Çay Bardağı, zarafet ve doğanın estetik uyumunu sofralarınıza taşıyan özel bir tasarımdır. Cam yüzey üzerine işlenen erguvan çiçekleri, İstanbul’un romantik dokusundan ilham alarak her yudumu görsel bir deneyime dönüştürür. Özenle tasarlanmış erguvan desenleri, günlük kullanımın yanı sıra misafir sunumlarında da sofistike bir atmosfer yaratır. Ürün Ölçüleri Yükseklik: 9 cm Çap: 5,5 cm Ağırlık: 104 gr Hacim: 132 cc",https://www.laledevri.com.tr/shop/heybeli-erguvan-cay-bardagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0105.jpg,in stock,4042.00 TRY,,Lale Devri,new,6049,Erguvan > Tea Cup,no,,,Glass,,
CS32,Sitare Şampanya Kadehi,"Kutlamaların yıldız ışıltısı… Sitare Şampanya Kadehi, uzun ve zarif formu ile özel anları daha da parıltılı kılar. Sade — Altın ve Platin seçenekleri ile sunulan seçkin tasarımı, her kadeh kaldırışta şıklığı zirveye taşır. Her kutlamada yıldız gibi parlayan bir dokunuş… ✨ Ürün Ölçüleri Yükseklik: 23 cm Çap: 4,5 cm Ağırlık: 164 gr Hacim: 130 cc",https://www.laledevri.com.tr/shop/sitare-sampanya-kadehi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0104.jpg,in stock,6450.00 TRY,,Lale Devri,new,2712,Sitare > Champagne Glass,no,,,Glass,,
CS34P,Sitare Platin Meşrubat Bardağı,"Günlük kullanımdan özel sofralara yıldız bir dokunuş… Sitare Meşrubat Bardağı, sade formu ve güçlü duruşuyla her sunuma modern bir şıklık katar. Sade — Altın ve Platin seçenekleri ile sunulan tasarımı, içeceklere ışıltılı bir duruş kazandırır. Her anı değerli kılan yıldız zarafeti… ✨ Ürün Ölçüleri Yükseklik: 15 cm Çap: 6,5 cm Ağırlık: 330 gr Hacim: 293 cc",https://www.laledevri.com.tr/shop/sitare-platin-mesrubat-bardagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0103.jpg,in stock,17587.00 TRY,,Lale Devri,new,2951,Sitare > Soft Drink Glass,no,,,Glass,,
CS14,Sitare Mırra,"Gelenekten ilham alan yıldız dokunuşu… Sade — Altın ve Platin seçenekleri ile sunulan tasarımı, güçlü karakteriyle sofralarda yıldız gibi parlayan bir duruş sergiler. Misafir ağırlamanın en özel anları için seçkin bir dokunuş… ✨ Ürün Ölçüleri Yükseklik: 5 cm Çap: 6 cm Ağırlık: 44 gr Hacim: 45 cc",https://www.laledevri.com.tr/shop/sitare-mirra/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0102.jpg,in stock,3569.00 TRY,,Lale Devri,new,6049,Sitare > Mirra,no,,,Glass,,
CM02,Meridyen Votka Bardağı,"Zarif çizgisel dekoru ve kaliteli cam işçiliğiyle tasarlanan Meridyen Votka Bardağı, seçkin sofralara ve özel davetlere sofistike bir dokunuş kazandırır. Her yudumda kaliteyi ve zarafeti hissetmek isteyenler için tasarlanmıştır. Ürün Ölçüleri Yükseklik: 14 cm Çap: 5 cm Ağırlık: 115 gr Hacim: 115 cc",https://www.laledevri.com.tr/shop/meridyen-votka-bardagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0101.jpg,in stock,3569.00 TRY,,Lale Devri,new,2951,Meridyen > Vodka Glass,no,,,Glass,,
CM03,Meridyen Kahve Su Bardağı,"Meridyen Kahve Su Bardağı, modern çizgi dekor tasarımıyla sofralarınıza zarif bir dokunuş katıyor. Hem günlük kullanım hem de özel davetler için idealdir. Dayanıklı yapısı ve şık tasarımıyla uzun ömürlü kullanım sunar. Ürün Ölçüleri Yükseklik: 9 cm Çap: 5 cm Ağırlık: 172 gr Hacim: 93 cc",https://www.laledevri.com.tr/shop/meridyen-kahve-su-bardagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0100.jpg,in stock,3397.00 TRY,,Lale Devri,new,2951,Meridyen > Coffee Water Glass,no,,,Glass,,
CM01,Meridyen Rakı Bardağı,"Meridyen Rakı Bardağı, zarif çizgi dekor tasarımıyla geleneksel sunumlara modern bir yorum katar. Dayanıklı yapısı sayesinde uzun ömürlü kullanım sunar ve özel davet sofralarının vazgeçilmez tamamlayıcısıdır. Ürün Ölçüleri Yükseklik: 11,5 cm Çap: 4,5 cm Ağırlık: 176 gr Hacim: 133 cc",https://www.laledevri.com.tr/shop/meridyen-raki-bardagi/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0099.jpg,in stock,3483.00 TRY,,Lale Devri,new,2951,Meridyen > Raki Glass,no,,,Glass,,
